group,year,numerator_1m,denominator_1m,coef_1m_year,numerator_2m,denominator_2m,coef_2m_year
Отдел,2023,18365790.04,34927591.989999995,0.5258246845433332,934031.5800000001,15590317.629999999,0.05991100387862977
